Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Complete_BUSCO,Single_BUSCO,Duplicated_BUSCO,Fragmented_BUSCO,Missing_BUSCO,STOP_BUSCO,Frameshift_BUSCO,Complete_Compleasm,Single_Compleasm,Duplicated_Compleasm,Retrocopy_Compleasm,Fragmented_Compleasm,Missing_Compleasm,Frameshift_Compleasm,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content,# soft-masked bases,# segments,Total segment length,Average segment length,# gaps,# paths,Technology,Extended lineage,Assembly tech,Complete_BUSCO_log10p1,Single_BUSCO_log10p1,Duplicated_BUSCO_log10p1,Fragmented_BUSCO_log10p1,Missing_BUSCO_log10p1,STOP_BUSCO_log10p1,Frameshift_BUSCO_log10p1,Complete_Compleasm_log10p1,Single_Compleasm_log10p1,Duplicated_Compleasm_log10p1,Retrocopy_Compleasm_log10p1,Fragmented_Compleasm_log10p1,Missing_Compleasm_log10p1,Frameshift_Compleasm_log10p1,# scaffolds_log10p1,Total scaffold length_log10p1,Average scaffold length_log10p1,Scaffold N50_log10p1,Scaffold auN_log10p1,Scaffold L50_log10p1,Largest scaffold_log10p1,Smallest scaffold_log10p1,# contigs_log10p1,Total contig length_log10p1,Average contig length_log10p1,Contig N50_log10p1,Contig auN_log10p1,Contig L50_log10p1,Largest contig_log10p1,Smallest contig_log10p1,# gaps in scaffolds_log10p1,Total gap length in scaffolds_log10p1,Average gap length in scaffolds_log10p1,Gap N50 in scaffolds_log10p1,Gap auN in scaffolds_log10p1,Gap L50 in scaffolds_log10p1,Largest gap in scaffolds_log10p1,Smallest gap in scaffolds_log10p1,Base composition (A:C:G:T)_log10p1,GC content_log10p1,# soft-masked bases_log10p1,# segments_log10p1,Total segment length_log10p1,Average segment length_log10p1,# gaps_log10p1,# paths_log10p1
GCF_027172205.1,reptiles,20,30,32,6334.66,6330,3493,8741,12,8,0,3,9,0,0,2,6,0,0,0,0,27172205,1,20,20,60,40,100,80,3373,3328,45,4,13,65,172,3378,3361,8,9,1,11,47,27,1513131503,56041907.52,93623253,90718876.9,7,139138986,358,57,1513108387,26545761.18,61439401,62625318.64,10,104751829,358,30,23116,770.53,6169,5551.31,2,9101,23,,43.81,572535690,57,1513108387,26545761.18,30,27,HiFi,Lepidosauria,HiFi,3.528145078,3.522313795,1.662757832,0.698970004,1.146128036,1.819543936,2.238046103,3.528788192,3.526597709,0.954242509,1,0.301029996,1.079181246,1.681241237,1.447158031,9.179876674,7.748512917,7.971383732,7.95769767,0.903089987,8.143448837,2.555094449,1.763427994,9.179870039,7.423995199,7.78844698,7.796749956,1.041392685,8.020161619,2.555094449,1.491361694,4.363931473,2.887352818,3.790285164,3.744473706,0.477121255,3.959136831,1.380211242,,1.651374944,8.757802565,1.763427994,9.179870039,7.423995199,1.491361694,1.447158031
GCF_028583425.1,reptiles,20,62,28,9049.21,8465,1267,16649,10,8,2,3,7,0,0,3,5,0,2,0,0,28583425,1,18,19,52.63157895,42.10526316,94.73684211,73.68421053,3369,3314,55,6,15,60,126,3369,3343,16,10,8,13,47,75,2237379946,29831732.61,145573841,153888937.8,6,255159772,11877,136,2237373846,16451278.28,80105973,92335505.38,9,188850699,11877,61,6100,100,100,100,31,100,100,,44.06,836940614,136,2237373846,16451278.28,61,75,HiFi,Lepidosauria,HiFi,3.527629901,3.520483533,1.748188027,0.84509804,1.204119983,1.785329835,2.103803721,3.527629901,3.524266269,1.230448921,1.041392685,0.954242509,1.146128036,1.681241237,1.880813592,9.349739741,7.474678492,8.163083344,8.187207405,0.84509804,8.406812207,4.074743321,2.136720567,9.349738557,7.216199675,7.903664905,7.965368735,1,8.276118599,4.074743321,1.792391689,3.785401025,2.004321374,2.004321374,2.004321374,1.505149978,2.004321374,2.004321374,,1.653791187,8.922694644,2.136720567,9.349738557,7.216199675,1.792391689,1.880813592
GCA_038501925.1,amphibians,19,491,11,8179.18,7860,4763,14900,1,9,9,0,1,0,0,0,9,1,8,0,0,38501925,1,10,18,5.555555556,50,55.55555556,30.55555556,3344,1680,1664,10,36,124,218,3345,1855,1486,4,15,30,79,888,2883796191,3247518.23,160347489,161111582.5,8,241009896,11070,1388,2883696191,2077590.92,15294995,17422724.67,57,46795836,11070,500,100000,200,200,200,250,200,200,,39.52,1294592026,1388,2883696191,2077590.92,500,888,HiFi,Amphibians,HiFi,3.524396122,3.225567713,3.221414238,1.041392685,1.568201724,2.096910013,2.340444115,3.524525937,3.268577972,3.172310969,0.698970004,1.204119983,1.491361694,1.903089987,2.948901761,9.459964564,6.511551731,8.205062166,8.207126766,0.954242509,8.382034877,4.044186851,3.142702246,9.459949504,6.317560248,7.184549368,7.241116098,1.763427994,7.67020722,4.044186851,2.699837726,5.000004343,2.303196057,2.303196057,2.303196057,2.399673721,2.303196057,2.303196057,,1.607669437,9.112132928,3.142702246,9.459949504,6.317560248,2.699837726,2.948901761
GCF_900747795.2,fish,19,1344,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,18,0,0,900747795,2,0,18,0,0,0,0,3357,3306,51,6,27,57,183,3357,3342,13,2,10,23,83,169,3613551089,21381959.11,217689105,235383332.8,6,356776219,1796,1600,3583843432,2239902.15,6772339,8648849.23,155,31810781,263,1431,29707657,20760.07,204732,277465.47,37,960416,13,,39.37,1701508834,1600,3583843432,2239902.15,1431,169,CLR,Ray-finned fishes,CLR II,3.526080692,3.519434195,1.716003344,0.84509804,1.447158031,1.763427994,2.264817823,3.526080692,3.524136377,1.146128036,0.477121255,1.041392685,1.380211242,1.924279286,2.230448921,9.557934199,7.330047515,8.337836696,8.37177571,0.84509804,8.5523959,3.254548077,3.204391332,9.554349028,6.350229241,6.830738753,6.936958377,2.193124598,7.502574345,2.421603927,3.155943018,7.472868416,4.317249733,5.31118785,5.443210509,1.579783597,5.982459839,1.146128036,,1.606058749,9.230834208,3.204391332,9.554349028,6.350229241,3.155943018,2.230448921
GCF_963514075.1,fish,19,996,13,6966.15,7780,792,12694,4,6,9,0,3,0,1,0,6,0,9,0,0,963514075,1,10,19,21.05263158,31.57894737,52.63157895,34.21052632,3341,3015,326,21,28,76,215,3342,3173,168,1,24,24,84,381,1136421744,2982734.24,64882367,62956130.29,8,96783005,1000,1390,1136219944,817424.42,3090688,3902243.74,105,14074610,1000,1009,201800,200,200,200,505,200,200,,43.89,389937519,1390,1136219944,817424.42,1009,381,HiFi,Ray-finned fishes,HiFi,3.524006446,3.479431337,2.514547753,1.342422681,1.462397998,1.886490725,2.334453751,3.524136377,3.501606922,2.227886705,0.301029996,1.397940009,1.397940009,1.929418926,2.582063363,9.055539535,6.474614705,7.812126692,7.799038032,0.954242509,7.985799107,3.000434077,3.14332713,9.055462409,5.912448139,6.490055306,6.591314504,2.025305865,7.1484364,3.000434077,3.004321374,5.304923314,2.303196057,2.303196057,2.303196057,2.704150517,2.303196057,2.303196057,,1.652149605,8.590995025,3.14332713,9.055462409,5.912448139,3.004321374,2.582063363
GCA_015852565.1,invertebrate,19,125,4,994.5,984,734,1275,0,4,15,0,0,0,0,0,4,0,15,0,0,15852565,1,4,19,0,21.05263158,21.05263158,10.52631579,,,,,,,,,,,,,,,341,490782628,1439245.24,24617471,25762942.26,9,34421708,1000,509,490698628,964044.46,6372543,8096283.69,23,22426472,7,168,84000,500,500,500,84,500,500,,41.37,66429444,509,490698628,964044.46,168,341,,Other Deuterostomes,CLR,,,,,,,,,,,,,,,2.534026106,8.690889183,6.158135104,7.391243453,7.410995477,1,7.536832429,3.000434077,2.707570176,8.690814845,5.984097514,6.804312843,6.908285771,1.380211242,7.350760978,0.903089987,2.227886705,4.924284456,2.699837726,2.699837726,2.699837726,1.929418926,2.699837726,2.699837726,,1.627058464,7.822360624,2.707570176,8.690814845,5.984097514,2.227886705,2.534026106
GCA_035083965.1,invertebrate,19,103,28,5393.36,5308,2422,11261,10,9,0,0,9,0,1,0,9,0,0,0,0,35083965,1,19,19,52.63157895,47.36842105,100,73.68421053,,,,,,,,,,,,,,,34,458287516,13479044.59,22634557,26666850.94,8,44478171,20418,137,458272016,3345051.21,11195901,10584612.57,16,18217358,2527,103,15500,150.49,200,167.1,39,200,100,,41.61,120413241,137,458272016,3345051.21,103,34,,Other Deuterostomes,HiFi,,,,,,,,,,,,,,,1.544068044,8.661138028,7.129659142,7.354772018,7.42597175,0.954242509,7.64814693,4.310034469,2.139879086,8.661123339,6.524402901,7.049059088,7.024675007,1.230448921,7.260485417,3.40277707,2.017033339,4.190359716,2.180383966,2.303196057,2.225567713,1.602059991,2.303196057,2.004321374,,1.629511534,8.080674249,2.139879086,8.661123339,6.524402901,2.017033339,1.544068044
GCA_043880285.1,mammals,19,327,17,6974.29,4307,952,21429,5,9,5,0,2,0,3,0,9,1,4,0,0,43880285,1,14,18,27.77777778,50,77.77777778,47.22222222,3378,3289,89,5,7,271,667,3382,3323,21,38,5,3,78,66,2390604663,36221282.77,154073572,166510416.2,6,238799895,5170,400,2390465483,5976163.71,14255823,17536875.68,49,55627024,5170,334,139180,416.71,500,452.03,140,500,240,,41.56,852733902,400,2390465483,5976163.71,334,66,HiFi,Mammals,HiFi,3.528788192,3.517195898,1.954242509,0.77815125,0.903089987,2.434568904,2.824776462,3.529301998,3.521661015,1.342422681,1.591064607,0.77815125,0.602059991,1.897627091,1.826074803,9.378507762,7.558963839,8.187728154,8.221441409,0.84509804,8.378034133,3.713574538,2.603144373,9.378482477,6.776422559,7.153992325,7.243952248,1.698970004,7.745285834,3.713574538,2.525044807,5.143579953,2.620874872,2.699837726,2.656126962,2.149219113,2.699837726,2.382017043,,1.629001619,8.93081353,2.603144373,9.378482477,6.776422559,2.525044807,1.826074803
GCA_045843805.1,mammals,19,598,6,5618.33,3980,760,15696,3,2,14,0,1,0,2,0,2,1,13,0,0,45843805,1,5,18,16.66666667,11.11111111,27.77777778,16.66666667,3336,3135,201,7,47,240,559,3338,3206,51,81,8,44,62,2530,2935792869,1160392.44,184159334,161354800.3,7,284260672,10397,3224,2935664969,910566.06,23164455,29147716.89,33,87266425,1792,694,127900,184.29,200,191.48,320,200,100,,40.08,959714283,3224,2935664969,910566.06,694,2530,HiFi,Mammals,HiFi,3.523356207,3.496376054,2.305351369,0.903089987,1.681241237,2.382017043,2.748188027,3.523616419,3.50609896,1.716003344,1.913813852,0.954242509,1.653212514,1.799340549,3.403292145,9.467725411,6.064605265,8.265193738,8.207781893,0.903089987,8.45371678,4.016949813,3.508529719,9.467706491,5.959311936,7.364822106,7.464604557,1.531478917,7.94084719,3.25358029,2.841984805,5.10687394,2.267851981,2.303196057,2.28438561,2.506505032,2.303196057,2.004321374,,1.613630435,8.982141959,3.508529719,9.467706491,5.959311936,2.841984805,3.403292145
GCF_030028045.1,mammals,19,226,28,10536.8,10908,2829,19080,12,5,2,0,11,0,1,0,5,1,1,0,0,30028045,1,17,18,66.66666667,27.77777778,94.44444444,77.77777778,3377,3113,264,5,8,257,586,3386,3235,24,127,2,2,80,356,2538242855,7129895.66,149218186,157163419.6,7,240032215,21224,582,2538197655,4361164.36,50348260,50471467.74,18,105926430,21224,226,45200,200,200,200,113,200,200,,41.6,886195041,582,2538197655,4361164.36,226,356,HiFi,Mammals,HiFi,3.528659645,3.493318608,2.423245874,0.77815125,0.954242509,2.411619706,2.768638101,3.529815197,3.510008513,1.397940009,2.10720997,0.477121255,0.477121255,1.908485019,2.552668216,9.404533173,6.853083235,8.173821759,8.196351472,0.903089987,8.380269535,4.326847699,2.765668555,9.404525439,6.639602554,7.701984475,7.703045943,1.278753601,8.02500434,4.326847699,2.356025857,4.655148043,2.303196057,2.303196057,2.303196057,2.056904851,2.303196057,2.303196057,,1.629409599,8.947529316,2.765668555,9.404525439,6.639602554,2.356025857,2.552668216
GCA_918807975.1,otherChordates,19,53,24,3453.33,3575,671,4646,8,7,3,0,7,0,1,1,6,1,2,0,0,918807975,1,15,18,44.44444444,38.88888889,83.33333333,66.66666667,,,,,,,,,,,,,,,27,605507883,22426217.89,34009763,38172461.44,7,64349347,3555,80,605488283,7568603.54,14915238,17940615.25,13,44546892,3555,53,19600,369.81,500,429.59,20,500,200,,37.6,254524248,80,605488283,7568603.54,53,27,,Other Deuterostomes,HiFi,,,,,,,,,,,,,,,1.447158031,8.782119802,7.350756057,7.531603618,7.581750176,0.903089987,7.808544151,3.550961752,1.908485019,8.782105744,6.879015814,7.173630217,7.253837357,1.146128036,7.648817419,3.550961752,1.73239376,4.292278229,2.569151438,2.699837726,2.63406394,1.322219295,2.699837726,2.303196057,,1.586587305,8.405729165,1.908485019,8.782105744,6.879015814,1.73239376,1.447158031
GCA_030412105.1,reptiles,19,27,22,10391.4,8225,527,25156,7,8,4,1,5,0,1,2,6,2,2,0,0,30412105,1,15,18,38.88888889,44.44444444,83.33333333,61.11111111,3358,3328,30,6,26,79,190,3361,3344,15,2,7,22,50,30,1983631412,66121047.07,291724653,260116832,3,392530567,16631,58,1982549248,34181883.59,112814430,111112896,7,196623253,16631,28,1082164,38648.71,828982,651385.18,1,828982,13,,41.62,635161553,58,1982549248,34181883.59,28,30,HiFi,Lepidosauria,HiFiasm,3.526210004,3.522313795,1.491361694,0.84509804,1.431363764,1.903089987,2.281033367,3.526597709,3.524396122,1.204119983,0.477121255,0.903089987,1.361727836,1.707570176,1.491361694,9.297460977,7.820339729,8.464973133,8.415168458,0.602059991,8.593873483,4.220944476,1.770852012,9.297223985,7.533796004,8.052364657,8.045764471,0.903089987,8.293634879,4.220944476,1.462397998,6.034293484,4.58714624,5.918545625,5.81383854,0.301029996,5.918545625,1.146128036,,1.629613445,8.802884203,1.770852012,9.297223985,7.533796004,1.462397998,1.491361694
GCA_964273705.1,reptiles,19,2003,21,3760,3631,517,12580,7,8,4,0,5,0,2,0,8,1,3,0,0,964273705,1,15,18,38.88888889,44.44444444,83.33333333,58.33333333,3305,3263,42,21,64,90,214,3308,3284,21,3,24,58,64,487,1777516490,3649931.19,172830377,203971522.6,4,376816054,1000,2497,1777114490,711699.84,1870695,2468923.95,266,11032010,1000,2010,402000,200,200,200,1005,200,200,,41.7,809305022,2497,1777114490,711699.84,2010,487,HiFi,Lepidosauria,HiFi,3.519302849,3.51375015,1.633468456,1.342422681,1.812913357,1.959041392,2.33243846,3.519696767,3.516535374,1.342422681,0.602059991,1.397940009,1.770852012,1.812913357,2.688419822,9.249813639,6.562284796,8.23762008,8.30956954,0.698970004,8.576129398,3.000434077,3.397592434,9.249715408,5.852297478,6.272003218,6.392507889,2.426511261,7.042654686,3.000434077,3.303412071,5.604227133,2.303196057,2.303196057,2.303196057,3.002597981,2.303196057,2.303196057,,1.630427875,8.908112236,3.397592434,9.249715408,5.852297478,3.303412071,2.688419822
GCF_963506605.1,reptiles,19,683,23,10035.4,9096,2450,18321,7,11,1,0,5,0,2,0,11,0,1,0,0,963506605,1,18,19,36.84210526,57.89473684,94.73684211,60.52631579,3369,3318,51,5,16,67,172,3370,3344,12,14,6,14,67,49,1440256436,29392988.49,96056580,88978381.29,7,135718641,7000,732,1440119836,1967376.83,3447840,4348997.21,122,12667073,7000,683,136600,200,200,200,342,200,200,,44.05,535447940,732,1440119836,1967376.83,683,49,HiFi,Lepidosauria,HiFi,3.527629901,3.521007252,1.716003344,0.77815125,1.230448921,1.832508913,2.238046103,3.527758753,3.524396122,1.113943352,1.176091259,0.84509804,1.176091259,1.832508913,1.698970004,9.158439825,7.468243759,7.982527124,7.949284506,0.903089987,8.132639505,3.845160078,2.865103975,9.158398633,6.293887773,6.53754723,6.638389229,2.089905111,7.102676308,3.845160078,2.835056102,5.135453879,2.303196057,2.303196057,2.303196057,2.53529412,2.303196057,2.303196057,,1.653694795,8.728717253,2.865103975,9.158398633,6.293887773,2.835056102,1.698970004
GCA_964204655.1,amphibians,18,4580,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,17,0,0,964204655,1,0,17,0,0,0,0,3289,3153,136,42,59,95,135,3290,3218,34,38,44,56,36,1304,22324633092,17120117.4,1248769876,1342719344,8,1950672471,1000,6002,22323693492,3719375.79,8497210,10291941.19,808,53546240,1000,4698,939600,200,200,200,2349,200,200,,45.53,11257114781,6002,22323693492,3719375.79,4698,1304,HiFi,Amphibians,HiFi,3.517195898,3.498861689,2.136720567,1.633468456,1.77815125,1.982271233,2.133538908,3.517327882,3.507720977,1.544068044,1.591064607,1.653212514,1.755874856,1.568201724,3.115610512,10.34878433,7.233506764,9.096482414,9.127985246,0.954242509,9.290184355,3.000434077,3.778368343,10.34876605,6.570470177,6.929276403,7.012497338,2.907948522,7.728728988,3.000434077,3.672005445,5.97294347,2.303196057,2.303196057,2.303196057,3.371067862,2.303196057,2.303196057,,1.667733053,10.05142709,3.778368343,10.34876605,6.570470177,3.672005445,3.115610512
GCA_031876335.1,mammals,18,115,18,7994.33,4158,616,24761,5,8,5,0,4,0,1,0,8,1,4,0,0,31876335,1,13,18,27.77777778,44.44444444,72.22222222,50,3378,3257,121,6,6,244,606,3386,3321,8,57,3,1,82,69,2338923724,33897445.28,185549907,159907928.6,6,231003163,1619,188,2338890320,12440905.96,34562834,38504197.01,23,94634578,217,119,33404,280.71,500,355.94,34,500,13,,41.55,816532962,188,2338890320,12440905.96,119,69,HiFi,Mammals,HiFi,3.528788192,3.51295108,2.086359831,0.84509804,0.84509804,2.389166084,2.783188691,3.529815197,3.521399628,0.954242509,1.763427994,0.602059991,0.301029996,1.919078092,1.84509804,9.369016059,7.530166981,8.268460743,8.20387,0.84509804,8.363617928,3.209515015,2.276461804,9.369009857,7.094852042,7.538609358,7.585508082,1.380211242,7.976049854,2.338456494,2.079181246,4.523811476,2.449802264,2.699837726,2.552595219,1.544068044,2.699837726,1.146128036,,1.628899564,8.911973722,2.276461804,9.369009857,7.094852042,2.079181246,1.84509804
GCA_038363095.2,mammals,18,45,19,11121.1,11746,4545,20170,8,5,5,1,5,0,2,0,5,2,3,0,0,38363095,2,13,17,47.05882353,29.41176471,76.47058824,55.88235294,3379,3270,109,3,8,189,433,3378,3292,70,16,4,8,55,487,2311617438,4746647.72,160301290,154316646.1,6,245578882,10282,532,2311610138,4345131.84,65515378,83669351.92,11,193238238,10282,45,7300,162.22,200,176.71,19,200,100,,42.45,789283627,532,2311610138,4345131.84,45,487,HiFi,Mammals,HiFi,3.5289167,3.514680544,2.041392685,0.602059991,0.954242509,2.278753601,2.63748973,3.528788192,3.517591731,1.851258349,1.230448921,0.698970004,0.954242509,1.748188027,2.688419822,9.363915962,6.676387093,8.20493702,8.188412779,0.84509804,8.39019102,4.012119836,2.726727209,9.363914591,6.638003058,7.816343258,7.92256641,1.079181246,8.286093071,4.012119836,1.662757832,3.863382348,2.212773374,2.303196057,2.249711867,1.301029996,2.303196057,2.004321374,,1.637989781,8.897233094,2.726727209,9.363914591,6.638003058,1.662757832,2.688419822
GCA_043728145.1,mammals,18,387,17,5550.53,4550,914,13767,4,11,3,0,1,0,3,0,11,1,2,0,0,43728145,1,15,17,23.52941176,64.70588235,88.23529412,50,3362,3248,114,7,21,197,588,3368,3286,32,50,6,16,78,126,2232422560,17717639.37,184920896,153549886.4,6,220842049,14106,523,2232259940,4268183.44,11115074,15643304.65,54,55373560,14106,397,162620,409.62,500,447.05,163,500,240,,40.66,732564932,523,2232259940,4268183.44,397,126,HiFi,Mammals,HiFi,3.526726867,3.511749711,2.06069784,0.903089987,1.342422681,2.29666519,2.770115295,3.527501011,3.516799704,1.51851394,1.707570176,0.84509804,1.230448921,1.897627091,2.103803721,9.348776403,7.248405882,8.266985991,8.186249502,0.84509804,8.34408177,4.149434666,2.719331287,9.348744766,6.630243178,7.045912397,7.194328531,1.740362689,7.743302453,4.149434666,2.599883072,5.211176627,2.613440099,2.699837726,2.651326482,2.214843848,2.699837726,2.382017043,,1.619719266,8.864846126,2.719331287,9.348744766,6.630243178,2.599883072,2.103803721
GCA_043748575.1,mammals,18,61,21,5294.43,4505,1205,13511,10,5,3,0,5,0,5,0,5,1,2,0,0,43748575,1,15,17,58.82352941,29.41176471,88.23529412,61.76470588,3381,3291,90,2,7,200,559,3383,3317,29,37,4,3,72,66,2185535924,33114180.67,154900566,156591971.3,6,232970026,12249,129,2185514824,16941975.38,53323821,55726838.3,15,113602117,12249,63,21100,334.92,500,381.71,22,500,240,,40.72,690464147,129,2185514824,16941975.38,63,66,HiFi,Mammals,HiFi,3.529173603,3.517459827,1.959041392,0.477121255,0.903089987,2.303196057,2.748188027,3.529430354,3.520876382,1.477121255,1.579783597,0.698970004,0.602059991,1.86332286,1.826074803,9.33955795,7.520014027,8.190053007,8.194769494,0.84509804,8.36730005,4.088136089,2.113943352,9.339553757,7.228964072,7.72692127,7.746064412,1.204119983,8.055386428,4.088136089,1.806179974,4.324303037,2.526235862,2.699837726,2.58286981,1.361727836,2.699837726,2.382017043,,1.6203443,8.839141133,2.113943352,9.339553757,7.228964072,1.806179974,1.826074803
GCA_046562885.1,mammals,18,140,27,4690.52,4192,1149,10357,11,6,1,0,9,0,2,0,6,0,1,0,0,46562885,1,17,18,61.11111111,33.33333333,94.44444444,75,3308,3268,40,9,73,209,533,3311,3289,9,13,7,72,57,115,2303345105,20029087.87,148304554,150938718.8,7,241924008,15670,255,2303317105,9032616.1,45599555,56303178.29,16,180867076,15670,140,28000,200,200,200,70,200,200,,41.66,758678373,255,2303317105,9032616.1,140,115,HiFi,Mammals,HiFi,3.519696767,3.514414921,1.612783857,1,1.86923172,2.322219295,2.727541257,3.520090328,3.517195898,1,1.146128036,0.903089987,1.86332286,1.763427994,2.064457989,9.362359012,7.301661194,8.17115449,8.178800662,0.903089987,8.383678971,4.195096711,2.408239965,9.362353733,6.955813601,7.658960614,7.750532919,1.230448921,8.25735952,4.195096711,2.149219113,4.447173542,2.303196057,2.303196057,2.303196057,1.851258349,2.303196057,2.303196057,,1.630020851,8.880057705,2.408239965,9.362353733,6.955813601,2.149219113,2.064457989
GCA_964106825.2,mammals,18,1845,12,2898.67,1733,682,11861,1,10,7,0,1,0,0,0,10,1,6,0,0,964106825,2,11,17,5.882352941,58.82352941,64.70588235,35.29411765,3370,3219,151,8,12,243,719,3377,3290,23,64,8,5,73,461,2411727275,5231512.53,139235879,141597924.9,8,200869998,2000,2306,2411358275,1045688.76,2040520,2429818.08,373,10967384,2000,1845,369000,200,200,200,923,200,200,,41.34,776394283,2306,2411358275,1045688.76,1845,461,HiFi,Mammals,HiFi,3.527758753,3.507855872,2.181843588,0.954242509,1.113943352,2.387389826,2.857332496,3.528659645,3.517327882,1.380211242,1.812913357,0.954242509,0.77815125,1.86923172,2.664641976,9.382328195,6.718627353,8.143751164,8.151056892,0.954242509,8.302915077,3.301247089,3.363047595,9.382261742,6.019402855,6.309741069,6.385573938,2.572871602,7.040103089,3.301247089,3.266231697,5.567027543,2.303196057,2.303196057,2.303196057,2.965671971,2.303196057,2.303196057,,1.626750854,8.890082329,3.363047595,9.382261742,6.019402855,3.266231697,2.664641976
GCA_964194135.1,mammals,18,1056,25,4350.48,2953,678,10833,8,9,1,0,8,0,0,0,9,1,0,0,0,964194135,1,17,17,47.05882353,52.94117647,100,73.52941176,3371,3285,86,5,14,148,426,3374,3326,16,32,7,9,69,464,2061000977,4441812.45,136888642,124547777.5,7,158759103,1000,1520,2060789777,1355782.75,3421604,4172908.71,183,17531302,1000,1056,211200,200,200,200,528,200,200,,42.08,679613934,1520,2060789777,1355782.75,1056,464,HiFi,Mammals,HiFi,3.527887566,3.516667559,1.939519253,0.77815125,1.176091259,2.173186268,2.630427875,3.528273777,3.522052801,1.230448921,1.51851394,0.903089987,1,1.84509804,2.667452953,9.314078198,6.647560315,8.136367418,8.095335986,0.903089987,8.200738639,3.000434077,3.182129214,9.314033691,6.132190424,6.534229872,6.620438988,2.264817823,7.243814196,3.000434077,3.024074987,5.32469597,2.303196057,2.303196057,2.303196057,2.723455672,2.303196057,2.303196057,,1.634275695,8.832262275,3.182129214,9.314033691,6.132190424,3.024074987,2.667452953
GCF_903992535.2,mammals,18,827,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,903992535,2,0,18,0,0,0,0,3371,3223,148,6,13,187,536,3374,3286,17,71,4,12,143,215,2297766297,10687285.1,158924400,146545327.7,7,200529155,4314,1088,2291739337,2106378.07,5308170,6775318.65,127,28543228,819,873,6026960,6903.73,172746,194791.51,11,495436,3,,42.15,732196540,1088,2291739337,2106378.07,873,215,CLR,Mammals,CLR,3.527887566,3.508395033,2.173186268,0.84509804,1.146128036,2.274157849,2.729974286,3.528273777,3.516799704,1.255272505,1.857332496,0.698970004,1.113943352,2.158362492,2.334453751,9.361305855,7.028867436,8.201190583,8.165971979,0.903089987,8.302177526,3.6349808,3.03702788,9.36016522,6.323536531,6.724944905,6.830929789,2.10720997,7.455503102,2.913813852,2.941511433,6.780098381,3.839146701,5.237410514,5.289572254,1.079181246,5.694988437,0.602059991,,1.6349808,8.864627673,3.03702788,9.36016522,6.323536531,2.941511433,2.334453751
GCA_024294585.1,reptiles,18,764,31,13660.7,12363,2343,38668,14,3,1,0,14,0,0,0,3,0,1,0,0,24294585,1,17,18,77.77777778,16.66666667,94.44444444,86.11111111,3331,3296,35,7,52,98,256,3334,3316,13,5,10,46,75,56,1631568913,29135159.16,222489854,209533661.8,3,370625026,17313,825,1628021246,1973359.09,44839567,51385220.16,11,136351795,10079,769,3547667,4613.35,26592,36996.81,38,132685,13,,40.96,721437013,825,1628021246,1973359.09,769,56,HiFi,Lepidosauria,HiFi,3.522704993,3.518118947,1.556302501,0.903089987,1.72427587,1.995635195,2.409933123,3.523095838,3.520745472,1.146128036,0.77815125,1.041392685,1.672097858,1.880813592,1.755874856,9.212605422,7.46441741,8.347310213,8.321253805,0.602059991,8.568934742,4.238397413,2.916980047,9.211660068,6.295206341,7.65166142,7.71083823,1.079181246,8.134660863,4.003460532,2.886490725,6.549942971,3.664110533,4.424767334,4.568176018,1.591064607,5.122825102,1.146128036,,1.62283548,8.85819842,2.916980047,9.211660068,6.295206341,2.886490725,1.755874856
